title,source,lang,url,date,resume,category,credibility
"Bust-ups, off-loads and ex-pats - Prem talking points",BBC Sport,en,https://www.bbc.com/sport/sport/rugby-union/articles/c393jrml9eno,2026-03-30,,,0
Lazraq-Khlass suspended for whereabouts violation,BBC Sport,en,https://www.bbc.com/sport/sport/athletics/articles/cew7gn47ny1o,2026-03-30,,,0
"75% of fans oppose VAR in Premier League, says FSA",BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/ce84xpdedpvo,2026-03-30,,,0
What can F1's bosses do to help keep Verstappen in the sport?,BBC Sport,en,https://www.bbc.com/sport/sport/formula1/articles/cwykgvjxpwdo,2026-03-30,,,0
You are Scotland head coach Clarke… what would you do?,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cvglw2qzxkgo,2026-03-30,,,0
"Maybe Verstappen needs a break from F1? - Hill. Video, 00:01:48Maybe Verstappen needs a break from F1? - Hill",BBC Sport,en,https://www.bbc.com/sport/sport/formula1/videos/cje4v59z491o,2026-03-30,,,0
"'Antonelli had the luck, but sometimes you need it' Video, 00:01:33'Antonelli had the luck, but sometimes you need it'",BBC Sport,en,https://www.bbc.com/sport/sport/formula1/videos/c78r9prjvkko,2026-03-30,,,0
"Kerr ready to attempt world mile record this year. Video, 00:02:12Kerr ready to attempt world mile record this year",BBC Sport,en,https://www.bbc.com/sport/sport/athletics/videos/cwy3n8l359go,2026-03-30,,,0
"Salah set completely new standards - Klopp. Video, 00:02:08Salah set completely new standards - Klopp",BBC Sport,en,https://www.bbc.com/sport/sport/football/videos/cz67pzzv0j1o,2026-03-30,,,0
"'AI means you can play the game a million times before kick-off' Video, 00:11:23'AI means you can play the game a million times before kick-off'",BBC Sport,en,https://www.bbc.com/sport/sport/football/videos/c20qwry5vd5o,2026-03-30,,,0
More sports news,BBC Sport,en,,2026-03-30,,,0
Price v Pineiro & Wilder v Chisora - all you need to know,BBC Sport,en,https://www.bbc.com/sport/sport/boxing/articles/cwy34x83pnko,2026-03-30,,,0
I designed Everton's new stadium - now I have an 1878 tattoo,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cm2k7g94mmro,2026-03-30,,,0
Bohs' Brennan earns first Republic of Ireland call-up,BBC Sport,en,https://www.bbc.com/sport/sport/articles/c895gd982zjo,2026-03-30,,,0
Spurs have addressed their Tudor error - but cannot afford another,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/c0le1l7dkdzo,2026-03-30,,,0
Young Liverpool winger in line for Northern Ireland chance,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cr71241veygo,2026-03-30,,,0
Emotional Woodland seals first win since brain surgery,BBC Sport,en,https://www.bbc.com/sport/sport/golf/articles/c5y85wyxj91o,2026-03-30,,,0
LiveShowing on Sky Sports TennisLive: ATP Bucharest & Marrakech,Sky Sports,en,https://www.skysports.com/watch/sky-sports-tennis,2026-03-30,,,0
LiveShowing on Sky Sports+A. Vukic v T. Baadi,Sky Sports,en,https://www.skysports.com/tennis/watch/6227142189660658112/grand-prix-hassan-ii-2026,2026-03-30,,,0
Top Stories,Sky Sports,en,,2026-03-30,,,0
Tottenham in talks with De Zerbi about taking over as head coach,Sky Sports,en,https://www.skysports.com/football/news/11675/13526010/roberto-de-zerbi-tottenham-in-talks-with-ex-brighton-boss-about-taking-over-as-head-coach,2026-03-30,,,0
How realistic is prospect of Verstappen quitting F1?,Sky Sports,en,https://www.skysports.com/f1/news/12433/13526056/max-verstappen-how-realistic-is-prospect-of-red-bull-driver-quitting-formula-1-at-end-of-2026-season-after-japanese-gp-comments,2026-03-30,,,0
Transfer Centre LIVE! Spurs offer De Zerbi five-year deal,Sky Sports,en,https://www.skysports.com/football/live-blog/31771/12476234/transfer-centre-live-football-transfer-news-updates-and-rumours,2026-03-30,,,0
England latest: Tuchel confident Three Lions on right path for World Cup,Sky Sports,en,https://www.skysports.com/football/live-blog/12016/13427059/england-football-news-live-updates-schedule-and-analysis-of-thomas-tuchels-three-lions,2026-03-30,,,0
'Credit in the bank': Tuchel to give injury-hit Stones every chance of WC spot,Sky Sports,en,https://www.skysports.com/football/news/12016/13526062/england-thomas-tuchel-says-john-stones-a-key-player-for-him-as-defenders-injury-issues-a-concern-ahead-of-world-cup,2026-03-30,,,0
British sprinter Gemili to coach Chelsea academy players after athletics retirement,Sky Sports,en,https://www.skysports.com/more-sports/athletics/news/29175/13525905/adam-gemili-british-olympic-sprinter-returns-to-chelsea-academy-as-speed-coach-following-retirement-from-athletics,2026-03-30,,,0
McGinley: Woods facing much bigger challenges than The Masters after car crash,Sky Sports,en,https://www.skysports.com/golf/news/29745/13525867/tiger-woods-facing-much-bigger-challenges-than-deciding-whether-to-play-the-masters-after-car-crash-says-paul-mcginley,2026-03-30,,,0
'Just keep fighting' - Woodland's inspirational comeback after PTSD diagnosis,Sky Sports,en,https://www.skysports.com/golf/news/12176/13526072/gary-woodland-completes-inspirational-comeback-after-brain-surgery-and-ptsd-urges-those-struggling-to-keep-fighting,2026-03-30,,,0
Shields: 'Dubois can put people's lights out!',Sky Sports,en,https://www.skysports.com/boxing/news/12183/13525115/claressa-shields-caroline-dubois-can-put-people-s-lights-out-i-haven-t-become-calm-enough-to-do-that-yet,2026-03-30,,,0
Sinner wins Miami Open to seal historic 'Sunshine Double' without dropping a set,Sky Sports,en,https://www.skysports.com/tennis/news/12110/13525969/jannik-sinner-world-no-2-wins-miami-open-to-complete-historic-sunshine-double-without-dropping-a-set,2026-03-30,,,0
FIA to assess F1 regulations after Bearman crash,Sky Sports,en,https://www.skysports.com/f1/news/12433/13525701/japanese-gp-fia-to-assess-f1-2026-regulations-after-oliver-bearman-crash-at-suzuka-highlights-closing-speeds-issue,2026-03-30,,,0
Arsenal latest: Injury 'concerns' growing as 11 players withdrawn,Sky Sports,en,https://www.skysports.com/football/live-blog/11670/13025486/arsenal-transfer-news-rumours-and-gossip-live-updates-and-latest-on-deals-signings-loans-and-contracts,2026-03-30,,,0
Mayer flying in for Cameron fight ahead of potential world title showdown,Sky Sports,en,https://www.skysports.com/boxing/news/12183/13526054/mikaela-mayer-flying-in-for-chantelle-cameron-fight-ahead-of-potential-undisputed-world-title-showdown,2026-03-30,,,0
Live Sport,Sky Sports,en,,2026-03-30,,,0
Don't miss these,Sky Sports,en,,2026-03-30,,,0
Latest News,Sky Sports,en,https://www.skysports.com/news,2026-03-30,,,0
One final roll of the dice: Why Spurs had to act over Tudor,Sky Sports,en,https://www.skysports.com/football/news/11675/13525889/igor-tudors-departure-was-inevitable-as-spurs-roll-the-dice-one-final-time-in-search-of-premier-league-safety,2026-03-30,,,0
Tudor leaves Tottenham after seven games,Sky Sports,en,https://www.skysports.com/football/news/11675/13515594/igor-tudor-croatian-leaves-tottenham-hotspur-by-mutual-consent-after-just-44-days-and-seven-games-in-charge,2026-03-30,,,0
Tottenham latest: Fan groups urge Spurs not to appoint De Zerbi,Sky Sports,en,https://www.skysports.com/football/live-blog/11675/13025489/tottenham-transfer-news-rumours-and-gossip-live-updates-and-latest-on-deals-signings-loans-and-contracts,2026-03-30,,,0
"Three-quarters of Premier League fans against VAR, according to FSA survey",Sky Sports,en,https://www.skysports.com/football/live-blog/11095/12507208/football-latest-news-and-gossip,2026-03-30,,,0
Is it time Premier League Darts introduced a reserve player for withdrawals?,Sky Sports,en,https://www.skysports.com/darts/news/12288/13525186/is-it-time-premier-league-darts-introduced-a-reserve-player-gian-van-veen-missed-dublin-after-needing-surgery-to-remove-kidney-stones,2026-03-30,,,0
From hiding in B&Q to undisputed history - the rise of Scotney,Sky Sports,en,https://www.skysports.com/boxing/news/12183/13525097/ellie-scotneys-extraordinary-journey-has-seen-her-rise-from-working-in-b-and-q-to-the-cusp-of-making-british-boxing-history,2026-03-30,,,0
'Rising star' Itauma set to become mandatory challenger for WBO title,Sky Sports,en,https://www.skysports.com/boxing/news/12040/13525740/moses-itauma-set-to-become-mandatory-challenger-for-wbo-heavyweight-title-with-daniel-dubois-or-stablemate-fabio-wardley-in-sight,2026-03-30,,,0
Five more added to The Masters line-up: Who else has qualified?,Sky Sports,en,https://www.skysports.com/golf/news/12176/13525954/the-masters-field-2026-who-has-qualified-for-augusta-national-and-how-did-golfers-earn-major-invite,2026-03-30,,,0
What are Spurs thinking?! De Zerbi is the WRONG manager,Goal.com,en,https://www.goal.com/en/en/lists/tottenham-self-destructive-roberto-de-zerbi-wrong-man-fight-relegation-betrayal-spurs-fans/blt5472691ce669da26,2026-03-30,,,0
"Getty/GOALOpinionArgentinaEven with Messi, Argentina's World Cup hopes look bleakThree-and-a-half years ago, Lionel Messi 'completed football' by leading Argentina to glory at the 2022 World Cup in Qatar. It was a joy for every neutral to see the Barcelona legend finally lift the one trophy that had eluded him for so long, capping an amazing career that will almost certainly never be emulated.",Goal.com,en,https://www.goal.com/en/en/lists/lionel-messi-argentina-hopes-successful-world-cup-defence-bleak/bltc20180e7083a352e,2026-03-30,,,0
"GOALAnalysisPremier LeagueTudor, Moyes & the 10 worst EPL managerial tenures everTo paraphrase the great Homer Simpson, it is not only easy to criticise, but fun, too. It is quite simple to sit and judge from this ivory tower, but hey, that's football after all, merely a game of opinions. Being a Premier League manager must be one of the loneliest gigs in the world, particularly when results are wayward and your job security is the subject of international speculation.",Goal.com,en,https://www.goal.com/en/en/lists/worst-premier-league-managerial-tenures-ranked/blt0632917cef7487fd,2026-03-30,,,0
"GOALAnalysisWorld CupCan Italy banish their demons & end World Cup woe?Italy are World Cup royalty. Only five-time winners Brazil have been crowned champions on more occasions than the Azzurri (four). And yet it's now 20 years since Italy last lifted the trophy. Worse still, they've failed to qualify for the past two tournaments, meaning there's an entire generation that have never seen their country even play in a World Cup.",Goal.com,en,https://www.goal.com/en/en/lists/italy-end-world-cup-exile-gennaro-gattuso-revitalised-azzurri-banish-demons-playoff-bosnia-herzegovina/blt20f712066acc7678,2026-03-30,,,0
"GOALAnalysisWorld CupTrump, ICE & Iran: Six major concerns ahead of the World CupIn November, we were treated to the most exhilarating reminder possible of the magic of the World Cup. History was made in Jamaica as Curacao became the smallest nation ever to qualify by holding the Reggae Boys to a 0-0 draw in Kingston. Elsewhere in CONCACAF, Haiti managed to secure a spot at the finals for the first time in 50 years with a 2-0 win over Nicaragua - in spite of the fact that they weren't able to play any games at home because of the ongoing conflict on the Caribbean island.",Goal.com,en,https://www.goal.com/en/en/lists/six-major-concerns-ahead-2026-world-cup-donald-trump-travel-bans-sky-high-ticket-prices-war-iran/bltef4bd787ddbff285,2026-03-29,,,0
"Getty/GOALPlayer ratingsChelsea FC WomenNusken spares Bronze's blushes in seven-goal Chelsea thrillerLucy Bronze endured a nightmare outing for Chelsea in their WSL clash with Aston Villa, but the legendary Lionesses defender saw her blushes spared by Sjoeke Nusken in a chaotic seven-goal thriller that ended 4-3. Sam Kerr, Naomi Girma and Lauren James were also on target for the Blues in a topsy-turvy encounter that means their title defence is not yet officially over.",Goal.com,en,https://www.goal.com/en/en/lists/chelsea-women-player-ratings-aston-villa-sjoeke-nusken-lucy-bronze-seven-goal-wsl-thriller/bltd36d5c9190bac137,2026-03-29,,,0
"GettyPlayer ratingsPortugalNo Ronaldo, no fun, as Portugal settle for drab scoreless drawPortugal were solid defensively but offered little going forward, and were forced to settle for a 0-0 draw against a much-changed Mexico with Cristiano Ronaldo sidelined due to injury. Roberto Martinez's men had the majority of the ball, but little concrete to show for it. The two teams combined for three shots on target over the course of 90 forgettable minutes.",Goal.com,en,https://www.goal.com/en/en/lists/portugal-player-ratings-vs-mexico-no-ronaldo-no-fun-as-selecao-settle-for-frustrating-draw-with-star-man-injured/blt153b7b57d63a86f8,2026-03-29,,,0
"Getty/GOALNXGNL. YamalNXGN 2026: Top 50 teenage wonderkids in footballThe annual NXGN lists are back for 2026, as GOAL ranks the world's top teenage talents in men's and women's football, crowning winners that will follow in the footsteps of the likes of Jude Bellingham, Rodrygo, Gianluigi Donnarumma and Vicky Lopez in being recognised as the best young footballers on the planet.",Goal.com,en,https://www.goal.com/en/en/lists/nxgn-2026-best-teenage-wonderkids-football/blt2f8486395140dacd,2026-03-24,,,0
"Getty/GOALPlayer ratingsManchester City WomenMiedema stars as Man City run riot at Old TraffordVivianne Miedema stole the show as Manchester City ran riot at Old Trafford on Saturday afternoon, humbling Manchester United in a dominant 3-0 win to take one big step towards their first Women's Super League title in 10 years. Two headers in two first half minutes from Miedema got City off to a flying start and established a comfortable lead that would never slip, as Kerstin Casparij wrapped things up after the break to move Andree Jeglertz's side 11 points clear at the top of the table.",Goal.com,en,https://www.goal.com/en/en/lists/man-city-women-player-ratings-man-utd-vivianne-miedema-wsl/bltb12a3e9c7e8363bb,2026-03-28,,,0
"GOALNXGNEnglandNXGN 2026: Top 20 wonderkids England fans NEED to knowEngland will head to the World Cup this summer as one of the favourites to lift the trophy after a run of strong tournament showings by a still relatively young core group of players. Football, though, moves fast, and soon there will be new stars who come along and usurp those established names. Fortunately for the Three Lions, the production line is showing few signs of slowing down.",Goal.com,en,https://www.goal.com/en/en/lists/nxgn-2026-teenage-wonderkids-england/bltacb4e53824e7e2eb,2026-03-26,,,0
"Getty Images SportUdineseGalatasarayAgent Zaniolo: ""He was hoping for a call from Gattuso. The future? He’s happy in Udine, but we’re taking it one step at a time. Let’s sort out the Galatasaray situation first.""The striker’s future remains uncertain, and hopes of a call-up to the national team remain high.",Goal.com,en,https://www.goal.com/en/en/lists/agent-zaniolo-he-was-hoping-for-a-call-from-gattuso-the-future-he-s-happy-in-udine-but-we-re-taking-it-one-step-at-a-time/blt214c3f20b262341b,2026-03-30,,,0
"GettyE. AndersonManchester UnitedElliot Anderson responds to Man City & United linksNottingham Forest star Elliot Anderson has broken his silence regarding the intense speculation linking him with a high-profile move to either Man City or United this summer. The 23-year-old has enjoyed a breakout campaign at the City Ground, cementing himself as one of the Premier League's most consistent performers.",Goal.com,en,https://www.goal.com/en/en/lists/elliot-anderson-responds-man-city-united-transfer-rumours-nottingham-forest-england/blt56187c3df53b0fff,2026-03-30,,,0
"AFPA. Mac AllisterLiverpoolMac Allister poses in Zidane shirt amid Madrid linksLiverpool midfielder Alexis Mac Allister has sparked fresh speculation regarding a potential move to Real Madrid after posing in an iconic Zinedine Zidane shirt on social media. The Argentina international, a key figure in the Reds' 2024-25 Premier League triumph, shared the image amidst a backdrop of reported interest from the Spanish giants. With his current contract at Anfield nearing its final two years, the gesture has not gone unnoticed by a fanbase already bracing for a summer of significant change.",Goal.com,en,https://www.goal.com/en/en/lists/alexis-mac-allister-liverpool-real-madrid-zidane-shirt-transfer-links/blt6010a1208c27dbd3,2026-03-30,,,0
"GettyY. MusahAC MilanUSMNT World Cup hopeful Musah given next club transfer adviceUSMNT World Cup hopeful Yunus Musah has been given transfer advice by Massimo Ambrosini, with the AC Milan legend telling GOAL what the American midfielder needs from his next club. Musah is currently taking in a loan spell at Atalanta, but that move has not played out as planned and the versatile 23-year-old could find himself heading out of San Siro in a different direction over the summer.",Goal.com,en,https://www.goal.com/en/en/lists/usmnt-world-cup-hopeful-yunus-musah-next-club-transfer-advice-ac-milan-legend-atalanta/blt3684960c7fb7fa41,2026-03-30,,,0
"Manchester CityArsenal'Not here to give advice to Arteta!' - Guardiola snaps back at reporterA nonplussed Pep Guardiola dismissed a question from a reporter that related to Mikel Arteta chasing his first Premier League title as a manager, insisting that he had not attended his pre-match press conference to offer advice to the Arsenal boss. Manchester City face Leeds on Saturday evening as they look to close the gap at the top of the table to two points, with the Gunners not in action until Sunday, when they host Chelsea.",Goal.com,en,https://www.goal.com/en/en/team/manchester-city/a3nyxabgsqlnqfkeg41m6tnpp,2026-02-27,,,0
"GOALCULTURE🎥 | Yamal's a GOAT! Front Three rank NXGN 2026 wonderkidsNXGN 2026 is here! GOAL's Front Three run the rule over the world's best young players, deciding which wonderkids will flatter to deceive and those that are destined to be the next Lionel Messi and Cristiano Ronaldo",Goal.com,en,https://www.goal.com/en/en/news/video-lamine-yamal-estevao-front-three-rank-nxgn-2026-wonderkids/blt265706a18fd0d2d3,2026-03-28,,,0
GOALCULTURE🎥 | Are these the transfers that would SAVE football?!From Marcus Rashford rocking up at Chelsea to Enzo Fernandez making the switch to Liverpool - watch as GOAL's Front Three debate some highly controversial transfer moves and whether the players involved would be good enough to break into the starting XIs of their new teams.,Goal.com,en,https://www.goal.com/en/en/news/video-bruno-fernandes-psg-harry-kane-real-madrid-front-three-transfers-save-football/blt2c79156a129cffd0,2026-03-17,,,0
"GOALD. GayleNewcastle United🎥 | Dwight Gayle on Arsenal rejection, idolising CR7 & moreFormer Crystal Palace and Newcastle United striker Dwight Gayle is the latest guest on the Beast Mode On Podcast, where he discusses his journey from non-league to the Premier League after being let go by Arsenal as a youngster. Now 36, Gayle looks back at idolising David Beckham and Cristiano Ronaldo, why it never clicked with Tony Pulis and much more.",Goal.com,en,https://www.goal.com/en/en/news/video-dwight-gayle-arsenal-cristiano-ronaldo-beast-mode-on-podcast/blte9e250f67c817af6,2026-03-12,,,0
"GOALCULTURE🎥 | Front Three do battle with FILTHYFELLAS in quiz showdownRepresenting GOAL's Front Three, Juwon, Big Yarns and DSK take on Jad, Stevo and Menace from FILTHYFELLAS in a quiz showdown of epic proportions. Who will come out on top after four rounds that will put their football knowledge to the test? Find out by watching the video above!",Goal.com,en,https://www.goal.com/en/en/news/video-front-three-filthyfellas-football-knowledge-quiz/bltb995e9f1f5d09967,2026-03-04,,,0
"Getty Images SportD. RiceArsenal‘Clear discomfort’ injury update will have Arsenal fans panickingArsenal’s Premier League title ambitions have been dealt a scare following the premature return of Declan Rice, Bukayo Saka, and Noni Madueke from international duty. England manager Thomas Tuchel confirmed the trio were in ""clear discomfort"" before being released back to their club ahead of a crucial run of fixtures. With major domestic and European knockout ties on the horizon, Mikel Arteta faces a race against time to have his key stars fit.",Goal.com,en,https://www.goal.com/en/en/lists/declan-rice-injury-update-arsenal-england-squad-withdrawal/bltb9fae94063807410,2026-03-30,,,0
All of ESPN.All In One Place.Sign Up NowWatch Now,ESPN,en,https://plus.espn.com/?ex_cid=ESPN-ESPN-Web-Left_Rail-Evergreen-Brand-espncom-desktop-leftrail-dtc-promo-US-EN,2026-03-30,,,0
📍Watch on ESPNSubscribe NowMichigan vs. Texas (Elite 8)TCU vs. South Carolina (Elite 8)MLB.TVNHL Power PlaySportsCenter For You,ESPN,en,https://www.espn.com/watch/offers?om-navmethod=button:subscribe,2026-03-30,,,0
Quick LinksMen's NCAA BracketWomen's NCAA BracketMen's Tournament ChallengeWomen's Tournament ChallengeNCAA Baseball & SoftballFantasy Women's BasketballFantasy Baseball: Sign UpWhere To WatchToday's Top OddsESPN Radio: Listen Live,ESPN,en,https://www.espn.com/mens-college-basketball/bracket,2026-03-30,,,0
FavoritesManage Favorites,ESPN,en,https://www.espn.com/#,2026-03-30,,,0
Customize ESPNCreate AccountLog In,ESPN,en,,2026-03-30,,,0
FantasyFootballBaseballHockeyMen's BasketballWomen's Basketball,ESPN,en,http://www.espn.com/fantasy/football/,2026-03-30,,,0
ESPN SitesESPN DeportesAndscapeespnWESPNFCX GamesSEC Network,ESPN,en,https://espndeportes.espn.com,2026-03-30,,,0
ESPN AppsESPNESPN FantasyTournament Challenge,ESPN,en,http://www.espn.com/espn/apps/download?app=espn,2026-03-30,,,0
Follow ESPNFacebookX/TwitterInstagramSnapchatTikTokYouTubeGoogle News,ESPN,en,https://www.facebook.com/ESPN,2026-03-30,,,0
"NCAA Men's Basketball Championship - East Region - Elite 8Sunday's Elite Eight analysis: Inside UConn's stunning win over DukeESPN's college basketball crew breaks down Sunday's games -- including the Huskies' wild comeback.13hESPNPatrick Smith/Getty ImagesMullins breaks down his winning shot vs. Duke8h1:53Huskies fired up after Solo Ball and-19h0:20🏆 Check your brackets📷 'What just happened': Mahomes, UConn alumni top social reaction",ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48335596/march-madness-predictions-live-tracker-elite-eight-michigan-duke-uconn-2026,2026-03-30,,,0
TOP HEADLINESMullins' last-second 3 sends UConn to Final FourEagles GM offers same reply to every Brown querySource: Agreed-to Epenesa-Browns deal now offSources: NFL set to begin hiring replacement refs'Gap' year? Celts win 50th as Brown jabs doubtersPitino lands new deal after leading SJU resurgenceWoodland wins Houston by 5 amid PTSD battleMets fans boo Bichette as early strikeouts mount🤔 What's next for Duke other eliminated teams?,ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48342842/uconn-rallies-19-point-deficit-stuns-duke-last-second-3-reach-final-four-men-ncaa-tournament,2026-03-30,,,0
"WOMEN'S FINAL FOUR COMING INTO FOCUSWomen's Elite Eight: Previewing Monday's matchupsFrom pregame analysis to postgame keys, we've got you covered for all of Monday's Elite Eight action.1hESPNAdam Davis/Icon SportswireHow UConn and UCLA clinched a spot in the women's Final FourUCLA rallied to beat Duke and UConn held off Notre Dame as both No. 1 seeds won Sunday in the Elite Eight.16hESPN🏆 Check your brackets📅 Upcoming schedule🏀 Full women's NCAA tournament bracket",ESPN,en,https://www.espn.com/womens-college-basketball/story/_/id/48341195/women-march-madness-2026-previews-updates-analysis-elite-eight-south-carolina-tcu-texas,2026-03-30,,,0
"GET READY FOR THE MEN'S FINAL FOUREarly Men's Final Four preview: Arizona-Michigan, UConn-Illinois predictionsWho will cut down the nets in Indianapolis? Here's an early look at the national semifinals.13hJeff Borzello and Myron MedcalfEakin Howard-Imagn ImagesMen's March Madness 2026: Ranking the Final Four teamsFour teams will play for it all next weekend. Let's rank Michigan, Arizona, Illinois and UConn one final time.14hMyron Medcalf🏆 Check your brackets📅 Upcoming schedule🏀 Full men's NCAA tournament bracket",ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48341357/final-four-preview-arizona-michigan-uconn-illinois-predictions-2026,2026-03-30,,,0
HEADED TO PHOENIXAzzi Fudd drills the and-1 bucket from midrange as 1-seed UConn returns to Final Four15h0:20Angela Dugalic drills a clutch basket as UCLA outlasts Duke for spot in Final Four15h0:18🏆 Check your brackets,ESPN,en,https://fantasy.espn.com/games/tournament-challenge-bracket-women-2026/?addata=tcwomens2026_ncaaw_web_relatedlinks,2026-03-30,,,0
"WHO IS GOING WHERE?NFL DRAFT: APRIL 23-25Miller's seven-round NFL mock draft: Let's project landing spots for 257 prospectsMatt Miller predicted every pick in the 2026 NFL draft, from the Raiders' selection at No. 1 to the Broncos' Mr. Irrelevant slot at the end of Round 7.3hMatt MillerIllustration by ESPN",ESPN,en,https://www.espn.com/nfl/draft2026/story/_/id/48299038/2026-nfl-mock-draft-seven-rounds-257-picks-projections-matt-miller,2026-03-30,,,0
"EARLY CONCLUSIONSA historic rookie class? Is Trout back? 10 things we learned from MLB's opening weekendFrom early trends to the most -- and least -- surprising performances, this is what stood out from baseball's return.3hDavid SchoenfieldJohn Fisher/Getty Images",ESPN,en,https://www.espn.com/mlb/story/_/id/48339938/mlb-2026-opening-weekend-takeaways-rookies-yankees-dodgers-hot-start-early-struggles,2026-03-30,,,0
MLB SCOREBOARD▶️ Get access to MLB.TV📅 Complete scoreboard,ESPN,en,https://plus.espn.com/mlbtv,2026-03-30,,,0
"AROUND THE ASSOCIATIONKryptonite for 10 NBA title contenders: Which weaknesses could sink playoff teams?We evaluated every playoff contender's biggest weaknesses, how it will impact the postseason and which team is best positioned to exploit them.3hNBA Insiders(Photo by Nathaniel S. Butler/NBAE via Getty Images)NBA playoff watch: East, West leaders meet in OKCCould Pistons-Thunder be a Finals preview? Plus, updated playoff projections, draft lottery standings after Sunday.3hESPN staff",ESPN,en,https://www.espn.com/nba/story/_/id/48315335/nba-2025-2026-playoff-kryptonite-opponents-avoid-eastern-western-conference,2026-03-30,,,0
NBA SCOREBOARD📅 Complete scoreboard⬆⬇ Standings,ESPN,en,https://www.espn.com/nba/scoreboard,2026-03-30,,,0
Sports Illustrated FC,90min,en,https://si.com/soccer,2026-03-30,,,0
Sports Illustrated Fútbol,90min,en,https://si.com/es-us/futbol,2026-03-30,,,0
90min France,90min,en,https://90min.com/fr,2026-03-30,,,0
90min Deutschland,90min,en,https://90min.de,2026-03-30,,,0
90min Brasil,90min,en,https://90min.com/pt-br,2026-03-30,,,0
90min Italia,90min,en,https://90min.com/it,2026-03-30,,,0
