title,source,lang,url,date,resume,category,credibility,image_url,image_caption,resume
"Live terminéLigue 1 McDonald'sLens-Angers: carton plein pour les Lensois, qui virent en tête de Ligue 1 et mettent la pression sur le PSG",RMC Sport,fr,https://rmcsport.bfmtv.com/football/ligue-1/direct-lens-angers-suivez-le-match-de-la-27e-journee-de-ligue-1-en-live_LS-202603200689.html,2026-03-21,,Football,5,,,"Pierre Sage au sujet d'un possible report du choc Lens-PSG: ""Nous, de base, on n’est pas d’accord. Du haut de la pyramide, on n’est pas d’accord. Nous, on a joué un match de Coupe de France. On nous l’a programmé un jeudi (face à Lyon, ndlr). Il a fallu aller jouer le dimanche contre Metz. Je compre…"
After Foot,RMC Sport,fr,https://rmcsport.bfmtv.com/replay-emissions/after-foot/,2026-03-21,,Football,5,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1d/After-foot-logo-2023.svg/langfr-330px-After-foot-logo-2023.svg.png,émission de radio et de télévision française,
Ligue 1 McDonald's,RMC Sport,fr,https://rmcsport.bfmtv.com/football/ligue-1/,2026-03-21,,Football,5,https://upload.wikimedia.org/wikipedia/fr/thumb/f/fa/Logo_Ligue_1%2B_%28Ic%C3%B4ne%29.svg/langfr-330px-Logo_Ligue_1%2B_%28Ic%C3%B4ne%29.svg.png,service de streaming payant,"Le RC Lens n'a fait qu'une bouchée d'Angers ce vendredi soir (5-1) en ouverture de la 27e journée de Ligue 1. Avec ce succès, les Sang et Or reprennent provisoirement la tête du classement"
Coupe du monde 2026,RMC Sport,fr,https://rmcsport.bfmtv.com/football/coupe-du-monde/,2026-03-21,,Football,5,https://upload.wikimedia.org/wikipedia/fr/thumb/5/5a/2026_FIFA_World_Cup.svg/langfr-330px-2026_FIFA_World_Cup.svg.png,"23e Coupe du Monde de la FIFA, prévue au Canada, au Mexique et aux États-Unis en 2026","En plus du match amical face au Guatemala, l'Argentine de Lionel Messi affrontera la Mauritanie le 27 mars à Buenos Aires. Les champions du monde qui préparent la Coupe du monde 2026 devaient initialement défier l'Espagne lors de la Finalissima qui a été annulée en raison du contexte géopolitique."
RMC Sport Combat,RMC Sport,fr,https://rmcsport.bfmtv.com/sports-de-combat/,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Logo_RMC_Sport_2018.svg/langfr-330px-Logo_RMC_Sport_2018.svg.png,chaînes de télévision françaises de sport,"Nouvelle signature du PFL, le jeune prodige uruguayen Luciano Pereira (25 ans, 16-1) s'est offert des débuts en trombe dans l'organisation américaine ce vendredi à Madrid avec un énorme KO au 1er round et un avertissement à toute la catégorie des -61kg... De quoi faire bondir de leur siège quelques …"
La tête et les épaules,Eurosport FR,fr,https://www.eurosport.fr/football/ligue-1/2025-2026/la-tete-et-les-epaules-le-psg-est-prevenu-lens-ne-compte-se-laisser-distancer-de-sitot-dans-la-course-au-titre-en-ligue-1_sto23283051/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Figure_T%C3%AAte_et_%C3%A9paules.png/800px-Figure_T%C3%AAte_et_%C3%A9paules.png,,"La saison de l'OL est-elle fichue ? ""Si on nous avait dit ça l'été dernier..."""
"""Pourquoi tout le monde veut me virer ?"" : Guardiola et le déclin de l’empire mancunien",Eurosport FR,fr,https://www.eurosport.fr/football/premier-league/2025-2026/manchester-city-pourquoi-tout-le-monde-veut-me-virer-guardiola-et-le-declin-de-lempire-mancunien_sto23282917/story.shtml,2026-03-21,,Autre,5,,,
"Le cristal est plus discret que l'or, mais il vaut encore plus cher",Eurosport FR,fr,https://www.eurosport.fr/biathlon/oslo/2025-2026/coupe-du-monde-lou-jeanmonnot-et-eric-perrot-sacres-le-cristal-est-plus-discret-que-lor-mais-il-vaut-encore-plus-cher_sto23282911/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/fr/thumb/4/4a/Tintin_et_Milou_Logo_headshot.png/800px-Tintin_et_Milou_Logo_headshot.png,série de bande dessinée,"Simon Fourcade : ""Je suis admiratif de la volonté et de l'objectivité d'Eric"""
"Un solide 1er tour pour Atmane, Royer tombe les armes à la main",Eurosport FR,fr,https://www.eurosport.fr/tennis/atp-miami/2026/masters-miami-1er-tour-terence-atmane-domine-daniel-altmaier-et-donne-rendez-vous-a-arthur-rinderknech_sto23282979/story.shtml,2026-03-21,,Autre,5,,,Fonseca a fini par faire plier Marozsan pour le plus grand bonheur des fans brésiliens : le résumé
Ruud et Draper sortis dès leur entrée en lice,Eurosport FR,fr,https://www.eurosport.fr/tennis/atp-miami/2026/masters-1000-de-miami-i-casper-ruud-et-jack-draper-sortis-des-leur-entree-en-lice_sto23283049/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Carlos_Alcaraz_Roland_Garros_2025_%28cropped%29.jpg/800px-Carlos_Alcaraz_Roland_Garros_2025_%28cropped%29.jpg,joueur de tennis espagnol,Beaucoup y renoncent : le revers à une main a-t-il encore un avenir ?
Manchester United se relâche,Eurosport FR,fr,https://www.eurosport.fr/football/premier-league/2025-2026/premier-league-31e-journee-manchester-united-se-relache-a-bournemouth-2-2_sto23283043/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Frank_Lampard_2019.jpg/800px-Frank_Lampard_2019.jpg,footballeur et entraîneur anglais,"Casemiro et Ryan Christie lors de Bournemouth - Manchester United en Premier League, le 20 mars 2026"
"""Paris - Liverpool, c'est 65-35 en faveur du PSG""",Eurosport FR,fr,https://www.eurosport.fr/football/ligue-des-champions/2025-2026/ligue-des-champions-paris-liverpool-cest-65-35-en-faveur-du-psg_vid60064300/video.shtml,2026-03-21,,Golf,5,,,"Paris et Liverpool se retrouvent en quart de finale de la Ligue des champions. Pour nos journalistes Martin Mosnier et Maxime Dupuis, le rapport de force s'est inversé depuis l'an dernier et Paris est l'extrême favori de la confrontation. Les limites exposées par les Reds cette saison autant que la …"
"Sola, un intello à l'UFC : ""On peut structurer et préparer"" la ""baston""",Eurosport FR,fr,https://www.eurosport.fr/mixed-martial-arts/ufc/2026/ufc-londres-axel-sola-le-combattant-francais-aux-allures-dintello-et-amoureux-de-baston-evoque-son-rapport-au-mma_sto23282162/story.shtml,2026-03-21,,Golf,5,,,Axel Sola lors de sa victoire contre Rhys McKee à l'UFC Paris en septembre 2025.
Thauvin flambe et Lens remet la pression sur le PSG,Eurosport FR,fr,https://www.eurosport.fr/football/ligue-1/2025-2026/ligue-1-27e-journee-lens-fait-exploser-angers-5-1-et-reprend-la-tete-devant-le-psg_sto23283041/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Covid-19%2C_France%2C_nombre_d%27hospitalisations.png/800px-Covid-19%2C_France%2C_nombre_d%27hospitalisations.png,impact en France de la pandémie de Covid-19,"Lens' French forward #10 Florian Thauvin (2ndR) celebrates with his teammate Lens' French forward #07 Florian Sotoca (2ndL) after scoring his team's first goal during the French L1 football match between RC Lens and SCO Angers at the Stade Bollaert-Delelis in Lens, northern France, on March 20, 2026…"
"Perrot, le sacre d'un ambitieux qui ne s'est jamais excusé de l'être",Eurosport FR,fr,https://www.eurosport.fr/biathlon/oslo/2025-2026/coupe-du-monde-eric-perrot-le-sacre-dun-ambitieux-qui-ne-sest-jamais-excuse-de-letre_sto23282974/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/George_Sand.PNG/800px-George_Sand.PNG,romancière et dramaturge française,"Simon Fourcade : ""Je suis admiratif de la volonté et de l'objectivité d'Eric"""
AUTRES INFOS PRINCIPALES,Eurosport FR,fr,,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Fake_News_%2832332513102%29.jpg/800px-Fake_News_%2832332513102%29.jpg,informations mensongères diffusées délibérément biaisée dans le but de manipuler ou tromper le public,
"Le Mans garde la cadence, le Red Star confirme",Eurosport FR,fr,https://www.eurosport.fr/football/ligue-2/2025-2026/ligue-2-i-le-mans-garde-la-cadence-le-red-star-confirme_sto23283042/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/SuperFX_GSU-2-SP1_chip.jpg/800px-SuperFX_GSU-2-SP1_chip.jpg,page de liste de Wikimédia,"La saison de l'OL est-elle fichue ? ""Si on nous avait dit ça l'été dernier..."""
"""C'était facile pour moi"" : Anthony, un sacre pour une comète",Eurosport FR,fr,https://www.eurosport.fr/athletisme/mondiaux-en-salle/2026/cetait-facile-pour-moi-anthony-un-sacre-sur-60-mpour-la-comete-americaine_sto23283044/story.shtml,2026-03-21,,Autre,5,,,Jordan Anthony a assumé son nouveau statut de favori en décrochant vendredi à Torun en Pologne le titre mondial sur 60 mètres.
"Taupe, bouts de papiers et crispations : ""Linkedin Liam"" en plein tourbillon",Eurosport FR,fr,https://www.eurosport.fr/football/premier-league/2025-2026/taupe-bouts-de-papiers-et-crispations-linkedin-liam-rosenior-en-plein-tourbillon-avec-chelsea-apres-la-defaite-cuisante-face-au-psg_sto23283002/story.shtml,2026-03-21,,Autre,5,,,"La saison de l'OL est-elle fichue ? ""Si on nous avait dit ça l'été dernier..."""
Une septième défaite de suite à domicile pour l'Asvel,Eurosport FR,fr,https://www.eurosport.fr/basketball/euroleague/2025-2026/euroligue-lasvel-concede-contre-le-maccabi-tel-aviv-une-septieme-defaite-de-suite-a-domicile_sto23283045/story.shtml,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/fr/thumb/b/bf/Logo_ASVEL_Lyon_Villeurbanne_-_2018.svg/langfr-330px-Logo_ASVEL_Lyon_Villeurbanne_-_2018.svg.png,club de basket-ball français,
"""Le biathlon est bien pour ça, si tu es trop sûr de toi, une course va te ramener sur terre""",Eurosport FR,fr,https://www.eurosport.fr/biathlon/oslo/2025-2026/interview-de-siegfried-mazet-le-biathlon-est-bien-pour-ca-si-tu-es-trop-sur-de-toi-une-course-va-te-ramener-sur-terre_sto23282826/story.shtml,2026-03-21,,Autre,5,,,"Laegreid dans le vent, Jacquelin dauphin à 2'33"" : le résumé de la poursuite"
"Le Napoli prend provisoirement la place de dauphin, De Bruyne a retrouvé le onze titulaire",Eurosport FR,fr,https://www.eurosport.fr/football/serie-a/2025-2026/serie-a-i-le-napoli-simpose-a-cagliari-1-0-et-prend-provisoirement-la-place-de-dauphin_sto23283005/story.shtml,2026-03-21,,Tennis,5,,,
"FootballTransfertsLe Real Madrid met l’une de ses stars françaises en vente !Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca,…Stéphane Roy21/03/2026 02:30",Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsCe n’est pas du bluff, Benatia est vraiment sur le coup pour Goretzka !Ciblé par Arsenal et l’Atlético Madrid, l’international allemand fait aussi rêver la…Hugo Bernabeu21/03/2026 02:00",Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsDes offres potentiellement énormes commencent à arriver pour KvaratskheliaGrand artisan du sacre parisien en LDC, le Géorgien a toujours la…Hugo Bernabeu21/03/2026 01:30",Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsManchester City a déniché une doublure pour Erling HaalandPour concurrencer son cyborg la saison prochaine, Manchester City a pensé à…Hugo Bernabeu21/03/2026 01:00",Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsDeux cibles à 150 M€ pour le Real MadridPour relancer la machine cet été, le géant espagnol n’hésitera pas à…Hugo Bernabeu21/03/2026 00:30",Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
FootballTransfertsLe défenseur le plus convoité d’Europe ne jure que par le Paris Saint-Germain !Paris veut frapper fort dans le mercato estival. Le Paris Saint-Germain accélère…Stéphane Roy21/03/2026 00:00,Sport.fr,fr,https://www.sport.fr/./football,2026-03-21,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsManchester United : un Bruno peut en cacher un autre !Pour prendre la relève de Casemiro cet été, le club mancunien a…Hugo Bernabeu20/03/2026 23:30",Sport.fr,fr,https://www.sport.fr/./football,2026-03-20,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsLe Paris Saint-Germain ne laissera pas Mayulu rejoindre MarseilleL’OM, comme beaucoup de clubs, rêve de rafler un tel talent, mais…Stéphane Roy20/03/2026 23:30",Sport.fr,fr,https://www.sport.fr/./football,2026-03-20,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
FootballRésultatsPremier League : Bournemouth – Manchester United : 2-2Bournemouth a freiné Manchester United dans sa quête de podium. Accès au…La Rédaction20/03/2026 23:00,Sport.fr,fr,https://www.sport.fr/./football,2026-03-20,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
"FootballTransfertsLe Barça ne lui promet rien ? Lewandowski s’en ficheL’attaquant polonais, pilier offensif du FC Barcelone depuis 2022, refuse pour l’instant…Stéphane Roy20/03/2026 23:00",Sport.fr,fr,https://www.sport.fr/./football,2026-03-20,,Football,4,,,"Eduardo Camavinga, prodige français du Real Madrid, n’est plus intouchable. Selon Marca, le club merengue écoute les offres pour le milieu de 23 ans, sous contrat jusqu’en juin 2029, à partir de 50 millions d’euros. Plusieurs cadors de Premier League…"
Man Utd fury at 'astonishing' and 'baffling' penalty decisions,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cwyd7rklyeyo,2026-03-21,,Football,5,,,Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
"No contact, no World Cup place? What went wrong for Alexander-Arnold?",BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/c75knk1gzvgo,2026-03-21,,Football,5,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Scotland_national_rugby_union_team_logo.png/800px-Scotland_national_rugby_union_team_logo.png,Men's National rugby union squad,Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
GB's Azu fourth at World Indoors in 'one of best 60m races of all time',BBC Sport,en,https://www.bbc.com/sport/sport/athletics/articles/c5yw8z3dz5ko,2026-03-21,,Tennis,5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Richard_Kilty_Sopot_2014.jpg/800px-Richard_Kilty_Sopot_2014.jpg,British sprinter (born 1989),Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
One final experiment? Unpicking Tuchel's latest England squad,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/clyrnrgp6k6o,2026-03-21,,Autre,5,,,Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Coroner 'not satisfied' Hatton intended to take his own life,BBC Sport,en,https://www.bbc.com/sport/news/articles/cede1z1q946o,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ricky_Hatton_2009.jpg/800px-Ricky_Hatton_2009.jpg,British professional boxer (1978–2025),Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Draper exits Miami Open but Boulter through,BBC Sport,en,https://www.bbc.com/sport/sport/tennis/articles/cede135vvy3o,2026-03-21,,Football,5,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Boulter_RGQ23.jpg/800px-Boulter_RGQ23.jpg,British tennis player (born 1996),Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Bournemouth equalise twice in draw with Man Utd as Maguire sees red,BBC Sport,en,https://www.bbc.com/sport/sport/football/live/c9wn9j281q1t,2026-03-21,,Autre,5,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Manchester_United_FC_crest.svg/800px-Manchester_United_FC_crest.svg.png,Association football club in England,Copyright © BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Alisson out of Brazil squad and will miss Brighton,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/crm1wr44vxvo,2026-03-21,,Autre,5,,,
Would WSL meet Fifa's new female coach rules?,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/c5yxke8mjgpo,2026-03-21,,Football,5,,,
O'Sullivan makes highest-ever break with historic 153,BBC Sport,en,https://www.bbc.com/sport/sport/snooker/articles/cn4391l3lvxo,2026-03-21,,Autre,5,,,
Rahm drops Tour appeal but refuses to pay fines,BBC Sport,en,https://www.bbc.com/sport/sport/golf/articles/cr71rd4393jo,2026-03-21,,Football,5,,,
Cult or culture? McCullum comes full circle following Ashes review,BBC Sport,en,https://www.bbc.com/sport/sport/cricket/articles/cy01r187gk5o,2026-03-21,,Autre,5,,,
"How clubs are developing football stars of the future. Video, 00:09:14How clubs are developing football stars of the future",BBC Sport,en,https://www.bbc.com/sport/sport/football/videos/c87wg8nnwrjo,2026-03-21,,Football,5,,,
"'I'd love her to be here' - Fernandez on Putellas friendship and London City. Video, 00:04:19'I'd love her to be here' - Fernandez on Putellas friendship and London City",BBC Sport,en,https://www.bbc.com/sport/sport/videos/c5yw88dn1yyo,2026-03-21,,Autre,5,,,
"'Being in Manchester has made me love nature so much more' Video, 00:02:15'Being in Manchester has made me love nature so much more'",BBC Sport,en,https://www.bbc.com/sport/sport/football/videos/cx242l1wr0ko,2026-03-21,,Autre,5,,,
"Who makes BBC pundits' Six Nations team of the tournament? Video, 00:11:45Who makes BBC pundits' Six Nations team of the tournament?",BBC Sport,en,https://www.bbc.com/sport/sport/rugby-union/videos/c62dyp0vyv1o,2026-03-21,,Rugby,5,,,
"Cross or shot? Brighton's Minteh reacts to win at Sunderland  Video, 00:04:21Cross or shot? Brighton's Minteh reacts to win at Sunderland",BBC Sport,en,https://www.bbc.com/sport/sport/football/videos/cg4g71g4ww1o,2026-03-21,,Autre,5,,,
More sports news,BBC Sport,en,,2026-03-21,,Autre,5,,,
Newcastle eye Delap - Saturday's gossip,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cvg0x4w37x3o,2026-03-21,,Autre,5,,,
Wheatley leaves Audi amid Aston Martin link,BBC Sport,en,https://www.bbc.com/sport/sport/formula1/articles/ckg05py1zneo,2026-03-21,,Autre,5,,,
Connacht secure bonus-point win over Ulster,BBC Sport,en,https://www.bbc.com/sport/sport/rugby-union/articles/c75knp472w6o,2026-03-21,,Autre,5,,,
Liverpool 'disgusted' by racist abuse towards Konate,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/ce8j1j444r3o,2026-03-21,,Natation,5,,,
Van Steenis ends Edwards' title dream again,BBC Sport,en,https://www.bbc.com/sport/sport/mixed-martial-arts/articles/c208lve3e32o,2026-03-21,,Autre,5,,,
Man City's Trafford to start final but Arteta opts not to name Arsenal keeper,BBC Sport,en,https://www.bbc.com/sport/sport/football/articles/cz0e7j5kj5vo,2026-03-21,,Football,5,,,
LiveShowing on Sky Sports GolfLive Ladies European Tour Golf,Sky Sports,en,https://www.skysports.com/watch/sky-sports-golf,2026-03-21,,Golf,5,,,
LiveShowing on Sky Sports TennisLive: ATP/WTA Miami,Sky Sports,en,https://www.skysports.com/watch/sky-sports-tennis,2026-03-21,,Tennis,5,,,
LiveShowing on Sky Sports+M. Arnaldi v A. Shevchenko,Sky Sports,en,https://www.skysports.com/tennis/watch/5190898912723980112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+C. McNally v Wang Xinyu,Sky Sports,en,https://www.skysports.com/tennis/watch/7420951995039199112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+C. Ugo Carabelli v S. Korda,Sky Sports,en,https://www.skysports.com/tennis/watch/4841006846479455112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+K. Rakhimova v M. Kostyuk,Sky Sports,en,https://www.skysports.com/tennis/watch/7069048771934259112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+A. Sabalenka v A. Li,Sky Sports,en,https://www.skysports.com/tennis/watch/6183354436494041112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+C. Alcaraz v J. Fonseca,Sky Sports,en,https://www.skysports.com/tennis/watch/5123254432405887112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+R. Collignon v F. Cobolli,Sky Sports,en,https://www.skysports.com/tennis/watch/9071361493238728112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+S. Tsitsipas v A. de Minaur,Sky Sports,en,https://www.skysports.com/tennis/watch/8503804736087780112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+M. Kouame v J. Lehecka,Sky Sports,en,https://www.skysports.com/tennis/watch/6682860252829562112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+E. Rybakina v Y. Putintseva,Sky Sports,en,https://www.skysports.com/tennis/watch/4691764862294541112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+L. Darderi v M. Landaluce,Sky Sports,en,https://www.skysports.com/tennis/watch/7680312826914574112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports+P. Stearns v J. Cristian,Sky Sports,en,https://www.skysports.com/tennis/watch/6274852277281573112/miami-open-presented-by-itau-2026,2026-03-21,,Autre,5,,,
LiveShowing on Sky Sports RacingStateside Live,Sky Sports,en,https://www.skysports.com/watch/sky-sports-racing,2026-03-21,,Autre,5,,,
Humiliation for Harry Maguire as Man Utd throw it away,Goal.com,en,https://www.goal.com/en/en/lists/man-utd-player-ratings-vs-bournemouth-harry-maguire-bruno-fernandes/blt7eb25df67083a35c,2026-03-21,,Football,5,,,
"GOALWinners & LosersEnglandFoden is a lucky boy - but Trent still can't win over TuchelThomas Tuchel has unveiled his England squad for this month's friendlies at home to Uruguay and Japan. These fixtures will be the final two chances for the German to examine his squad in detail before the end of the club season, and he's gone a bit rogue in how he's decided on his roster, naming an expanded 35-player selection but effectively splitting the team in two.",Goal.com,en,https://www.goal.com/en/en/lists/phil-foden-winners-losers-thomas-tuchel-man-city-england-squad-trent-alexander-arnold/blta4e5a9914a8e0f3f,2026-03-20,,Football,5,,,
"Getty/GOALAnalysisM. ArtetaHow Arteta turned sizzling Arsenal-City rivalry on its headThe last time Manchester City and Arsenal faced each other in the League Cup final, Pep Guardiola and Mikel Arteta sat side by side in the Wembley dugout as head coach and assistant before celebrating as their City team destroyed the Gunners 3-0 and claimed the first of piece of silverware of the former's time in England. The rampant win only crystalized the widening gap between the two clubs.",Goal.com,en,https://www.goal.com/en/en/lists/how-mikel-arteta-leaving-man-city-turned-arsenal-rivalry/blt67711746de678f99,2026-03-20,,Football,5,,,
"Getty/GOALNXGNRomaRoma's €25m teen who is earning Osimhen comparisonsRoma's acquisition of Robinio Vaz from Marseille on January 14 was considered quite the coup for the Serie A side. The Frenchman was still only at 18 at the time of the €25 million (£21.5m/$29m) transfer from Stade Velodrome to Stadio Olimpico, with Lamine Yamal the only player younger than Vaz to have scored at least four goals in Europe's 'Big Five' leagues this season to that point.",Goal.com,en,https://www.goal.com/en/en/lists/robinio-vaz-roma-25-million-teenager-compared-victor-osimhen/blt76071ee2f52f9ad7,2026-03-20,,Football,5,,,
"GOALCULTUREBrazilWhy Nike x Jordan's Brazil collab is a seismic momentWe already knew Nike had built something special through their Jordan Brand and Paris Saint-Germain collaboration, with the 'Jumpman' logo replacing the 'Swoosh' on the French giants’ shirts for the past eight years - but they've entered another stratosphere after linking up with the Brazilian federation.",Goal.com,en,https://www.goal.com/en/en/lists/brazil-nike-selecao-jordan-collaboration-seismic-world-cup/blt4113d845b1af1b4b,2026-03-20,,Football,5,,,
"Getty/GOALAnalysisChelsea FC WomenMeet Lexi Potter: Chelsea's Stanway-esque teen starWhen Emma Hayes' time at Chelsea was coming to a well-publicised end in the final few months of the 2023-24 season, ahead of her move to the United States to take over its iconic national team, the revered manager took a moment in one of her final press conferences to ponder what the Blues' team might look like in the future, given the progress being made in the women's youth set-up and the work being done to try bridge the gap between the academy and the first team.",Goal.com,en,https://www.goal.com/en/en/lists/lexi-potter-chelsea-england-teenager/blt8c9b8981e424f969,2026-03-20,,Football,5,,,
"Getty/GOALPower rankingsChampions LeagueUCL Power Rankings: Arsenal back on top ahead of QFsDespite the painfully protracted league phase running through the first five months of the season and the play-off round providing some drama, for many the Champions League doesn't truly begin until the last 16 gets underway. If you are one of those fans, then you likely loved the past week or so of European action.",Goal.com,en,https://www.goal.com/en/en/lists/champions-league-2025-26-power-rankings/blt04f1d035afcafe91,2026-03-19,,Football,5,,,
"Getty/GOALOpinionManchester UnitedMan Utd MUST upgrade full-backs to go to next levelMichael Carrick instantly solved one of Manchester United's biggest problems from the Ruben Amorim era by simply playing Luke Shaw and Diogo Dalot in their natural positions. The full-backs have started all nine games under the former Red Devils midfielder, playing their part in the coach's astonishing run of seven victories, one draw and one defeat thus far.",Goal.com,en,https://www.goal.com/en/en/lists/man-utd-upgrade-full-backs-summer-replacing-diogo-dalot-luke-shaw-take-red-devils-next-level/blt732aafa749b6813c,2026-03-19,,Football,5,,,
"Getty/GOALPlayer ratingsLiverpoolSalah goes from zero to hero while Szoboszlai stars againLiverpool cruised into the quarter-finals of the Champions League on Wednesday with a 4-0 win over Galatasaray at Anfield. Arne Slot's side made up for last week's 1-0 defeat in Turkey with a dominant showing in front of their own supporters. Dominik Szoboszlai was once again in inspirational form for the Reds, while Mohamed Salah also played a starring role despite missing a penalty in the first half.",Goal.com,en,https://www.goal.com/en/en/lists/liverpool-player-ratings-vs-galatasaray-mohamed-salah-dominik-szoboszlai/bltf36691d2302c4e1d,2026-03-18,,Football,5,,,
