title,source,lang,url,date,resume,category,credibility,image_url,image_caption,resume
"Getty/GOALIconsWorld CupICONS: Why Germany wore red in 7-1 Brazil thrashingIn the summer of 2014, Germany didn’t just win the World Cup on Brazilian soil - they left behind one of the most powerful and unexpected symbols of unity football has ever seen. Beyond the unforgettable 7–1 semi-final victory over the hosts, a match that shocked the world, a red and black jersey came to represent something deeper than victory or defeat: respect, empathy, and an unlikely bond between two footballing nations. This is Icons, a GOAL feature and podcast series that revisits the last 10 World Cups through the moments, characters, and controversies that defined them, bringing the spirit of each tournament back to life.",Goal.com,en,https://www.goal.com/en/en/lists/icons-germany-red-black-7-1-thrashing-brazil-2014-world-cup/bltf6e5bc0a8d7e61ad,2026-03-19,,Football,5,,,
"Getty Images SportArsenalD. RayaRaya reveals he could've joined major European club before ArsenalArsenal goalkeeper David Raya has revealed that he could have joined Bayern Munich instead of the Gunners, before developing into a likely Premier League title winner in north London. The Spain international has become one of the best stoppers in Europe under Mikel Arteta's tutelage but it nearly didn't come to pass at all, given the interest from the Bundesliga giants.",Goal.com,en,https://www.goal.com/en/en/lists/david-raya-major-european-club-transfer-before-arsenal/blt5ae8b929b1618450,2026-03-20,,Football,5,,,
"Calciomercato/Getty ImagesJuventusManchester CityBernardo Silva to Juventus? Tacchinardi: ""Spalletti only pushes hard for signings like this""",Goal.com,en,https://www.goal.com/en/en/lists/tacchinardi-on-bernardo-silva-joining-juventus-he-s-a-top-class-player-spalletti-only-insists-on-signings-like-this/blt609ec5d40f2a86b6,2026-03-20,,Football,5,,,
Getty ImagesJuventusJuventus has purchased the land and the JHotel: a €23 million deal,Goal.com,en,https://www.goal.com/en/en/lists/juventus-has-purchased-the-land-and-the-jhotel-a-eur23-million-deal-a-transaction-that-does-not-affect-future-investments/blt307178e61768f8c4,2026-03-20,,Football,5,,,
"Getty Images SportManchester UnitedB. GuimaraesHowe slams 'disrespectful' Guimaraes to Man Utd talkNewcastle United head coach Eddie Howe has vehemently dismissed reports claiming that Bruno Guimaraes is in ""advanced talks"" to join Manchester United. Howe expressed visible frustration over the timing of these rumors, as the ninth-placed Magpies fight to secure a European spot for next season.",Goal.com,en,https://www.goal.com/en/en/lists/eddie-howe-fumes-bruno-guimaraes-man-utd-transfer-rumours/blt658c0eba6a1773f4,2026-03-20,,Tennis,5,,,
"Manchester CityArsenal'Not here to give advice to Arteta!' - Guardiola snaps back at reporterA nonplussed Pep Guardiola dismissed a question from a reporter that related to Mikel Arteta chasing his first Premier League title as a manager, insisting that he had not attended his pre-match press conference to offer advice to the Arsenal boss. Manchester City face Leeds on Saturday evening as they look to close the gap at the top of the table to two points, with the Gunners not in action until Sunday, when they host Chelsea.",Goal.com,en,https://www.goal.com/en/en/team/manchester-city/a3nyxabgsqlnqfkeg41m6tnpp,2026-02-27,,Football,5,,,
GOALCULTURE🎥 | Are these the transfers that would SAVE football?!From Marcus Rashford rocking up at Chelsea to Enzo Fernandez making the switch to Liverpool - watch as GOAL's Front Three debate some highly controversial transfer moves and whether the players involved would be good enough to break into the starting XIs of their new teams.,Goal.com,en,https://www.goal.com/en/en/news/video-bruno-fernandes-psg-harry-kane-real-madrid-front-three-transfers-save-football/blt2c79156a129cffd0,2026-03-17,,Football,5,,,
"GOALD. GayleNewcastle United🎥 | Dwight Gayle on Arsenal rejection, idolising CR7 & moreFormer Crystal Palace and Newcastle United striker Dwight Gayle is the latest guest on the Beast Mode On Podcast, where he discusses his journey from non-league to the Premier League after being let go by Arsenal as a youngster. Now 36, Gayle looks back at idolising David Beckham and Cristiano Ronaldo, why it never clicked with Tony Pulis and much more.",Goal.com,en,https://www.goal.com/en/en/news/video-dwight-gayle-arsenal-cristiano-ronaldo-beast-mode-on-podcast/blte9e250f67c817af6,2026-03-12,,Football,5,,,
"GOALCULTURE🎥 | Front Three do battle with FILTHYFELLAS in quiz showdownRepresenting GOAL's Front Three, Juwon, Big Yarns and DSK take on Jad, Stevo and Menace from FILTHYFELLAS in a quiz showdown of epic proportions. Who will come out on top after four rounds that will put their football knowledge to the test? Find out by watching the video above!",Goal.com,en,https://www.goal.com/en/en/news/video-front-three-filthyfellas-football-knowledge-quiz/bltb995e9f1f5d09967,2026-03-04,,Football,5,,,
"GOALWest HamC. Cole🎥 | Cole talks Kane respect, life advice from 50 Cent & moreThe latest episode of the Beast Mode On Podcast sees former West Ham and England striker Carlton Cole join Adebayo Akinfenwa to chat about life at Chelsea and his decision to leave the Blues, how he angered Jose Mourinho with his nightclub visits, receiving life advice from 50 Cent and much more.",Goal.com,en,https://www.goal.com/en/en/news/video-west-ham-legend-carlton-cole-chelsea-harry-kane-50-cent-beast-mode-on-podcast/bltc3a99a762d64a5c1,2026-02-26,,Football,5,,,
"TV Guide & StreamingBrighton vs LiverpoolBrighton vs Liverpool: Stream, TV channels & where to watchHow to watch the  Premier League match between Brighton and Liverpool, as well as kick-off time and team news",Goal.com,en,https://www.goal.com/en/en/news/how-to-watch-brighton-liverpool-21032026/bltb135b6736493004f,2026-03-21,,Football,5,,,
All of ESPN.All In One Place.Sign Up NowWatch Now,ESPN,en,https://plus.espn.com/?ex_cid=ESPN-ESPN-Web-Left_Rail-Evergreen-Brand-espncom-desktop-leftrail-dtc-promo-US-EN,2026-03-21,,Tennis,5,,,
📍Watch on ESPNSubscribe NowLive: NCAA Women's Basketball (First Round)Live: NCAA Women's Frozen Four (Semifinals)Live: NHL Power PlayLive: MLB.TVSportsCenter For You,ESPN,en,https://www.espn.com/watch/offers?om-navmethod=button:subscribe,2026-03-21,,Basketball,5,,,
Quick LinksMen's Tournament ChallengeWomen's Tournament ChallengeMen's NCAA BracketWomen's NCAA BracketNCAA Baseball & SoftballFantasy Women's BasketballFantasy Baseball: Sign UpWhere To WatchToday's Top OddsESPN Radio: Listen Live,ESPN,en,https://fantasy.espn.com/games/tournament-challenge-bracket-2026/?addata=tcmens2026_ncaam_web_quicklinks_ncaam,2026-03-21,,Basketball,5,,,
FavoritesManage Favorites,ESPN,en,https://www.espn.com/#,2026-03-21,,Natation,5,,,
Customize ESPNCreate AccountLog In,ESPN,en,,2026-03-21,,Autre,5,,,
FantasyFootballBaseballHockeyMen's BasketballWomen's Basketball,ESPN,en,http://www.espn.com/fantasy/football/,2026-03-21,,Basketball,5,,,
ESPN SitesESPN DeportesAndscapeespnWESPNFCX GamesSEC Network,ESPN,en,https://espndeportes.espn.com,2026-03-21,,Autre,5,,,
ESPN AppsESPNESPN FantasyTournament Challenge,ESPN,en,http://www.espn.com/espn/apps/download?app=espn,2026-03-21,,Autre,5,,,
Follow ESPNFacebookX/TwitterInstagramSnapchatTikTokYouTubeGoogle News,ESPN,en,https://www.facebook.com/ESPN,2026-03-21,,Tennis,5,,,
NCAA Women's Basketball Championship - Regional 4 in Sacramento - 1st RoundInés Sotelo hits the bucket vs. Colorado State RamsInés Sotelo hits the bucket vs. Colorado State Rams2m0:15Emma Shumate hustles in for Michigan State and-1Emma Shumate hustles in for Michigan State and-18m0:17Kloe Froebe muscles in for tough and-1 bucketKloe Froebe gets inside and the basket and foul for Colorado State.9m0:18Brooke Carlson drills a triple for Colorado StateBrooke Carlson hits a 3-pointer for Colorado State against Michigan State.10m0:16Kennedy Blair fights through contact for and-1 bucketKennedy Blair fights through contact for and-1 bucket7m0:14🏆 Check your bracketsWomen's March Madness live tracker ➡️,ESPN,en,https://fantasy.espn.com/games/tournament-challenge-bracket-women-2026/,2026-03-21,,Basketball,5,,,
WOMEN'S NCAA TOURNAMENT📅 Complete scoreboard🏆 Check your brackets,ESPN,en,https://www.espn.com/womens-college-basketball/scoreboard,2026-03-21,,Tennis,5,,,
"MEN'S FIRST-ROUND REACTIONMen's March Madness live tracker: Updates from Friday's first roundESPN reporters are on-site across the country with real-time updates from the 2026 NCAA tournament.5hESPNJamie Squire/Getty ImagesMen's March Madness Friday takeaways: How Utah State, Kentucky, more teams wonWe're tracking how every first-round game is won -- and keys to each winner's chances of advancing again.2hESPN🏆 Check your brackets✍️ Bracket busted? Try a Second Chance Bracket!",ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48258261/march-madness-live-tracker-updates-first-round-friday-2026,2026-03-21,,Tennis,5,,,
MEN'S NCAA TOURNAMENT📅 Complete scoreboard🏆 Check your brackets,ESPN,en,https://www.espn.com/mens-college-basketball/scoreboard,2026-03-21,,Tennis,5,,,
"TOP HEADLINESMiami (OH)'s run ends in blowout loss to VolsNCAA sues DraftKings for trademark infringementWNBA, union officially sign new CBA term sheetSources: 49ers pass on Williams option, eye dealPurdue's Smith leaps Hurley as NCAA assists kingUCLA's Close hails Betts' mental health 'courage'OKC won't make White House visit, cites 'timing'Iowa St.'s Jefferson sprains ankle; X-rays negative📸 Men's NCAA tourney first-round superlatives",ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48262632/tennessee-ends-miami-ohio-season-men-ncaa-tournament-first-round,2026-03-21,,Basketball,5,,,
"WOMEN'S FIRST-ROUND REACTIONWomen's March Madness live tracker: Updates from Friday's first roundWe're following all the action from 16 games throughout Day 1 of the women's NCAA tournament.10hESPNRon Jenkins/Getty ImagesWomen's March Madness Day 1 takeaways: Scores, analysis, recapsWe're breaking down all 16 games Friday and how each winner can advance to the Sweet 16.58mESPN🏆 Check your brackets✍️ Bracket busted? Try a Second Chance Bracket!",ESPN,en,https://www.espn.com/womens-college-basketball/story/_/id/48258567/womens-march-madness-live-tracker-updates-ncaa-tournament-first-round-friday-2026,2026-03-21,,Tennis,5,,,
An ownership subplot is complicating Giannis trade watch in Milwaukee14hRamona Shelburne,ESPN,en,https://www.espn.com/nba/story/_/id/48225217/how-unique-milwaukee-bucks-ownership-structure-impacts-giannis-antetokounmpo-trade-wes-edens-jimmy-haslam-marc-lasry,2026-03-21,,Autre,5,,,
NBA SCOREBOARD📅 Complete scoreboard⬆⬇ Standings,ESPN,en,https://www.espn.com/nba/scoreboard,2026-03-21,,Basketball,5,,,
"MEN'S TOURNAMENT TAKEAWAYSChase Johnston's first 2-pointer, no subs for Siena and more men's NCAA first-round superlativesWhat were the coolest, weirdest and most notable things to happen in the men's NCAA tournament's first round? We've got some of the best right here.3hKalan HooksJacob Kupferman/Getty ImagesLooking back at Day 1 of men's March MadnessOur reporters detail how each game was won Thursday and look ahead to the matchups created for Saturday.21hESPN🏆 Bracket already busted? Get a second chance!📅 Tournament schedule",ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48262044/2026-mens-march-madness-first-round-tournament-superlatives,2026-03-21,,Tennis,5,,,
LIU'S MARCH ENDS WITH SOME MAGICLIU's 'fins up' chant has turned a near-empty gym into March magicA few college basketball fanatics were looking for a local team to root for in 2023. They landed on the LIU Sharks.14hJ.J. Post,ESPN,en,https://www.espn.com/mens-college-basketball/story/_/id/48240515/long-island-university-sharks-fins-up,2026-03-21,,Basketball,5,,,
Sports Illustrated FC,90min,en,https://si.com/soccer,2026-03-21,,Autre,4,,,
Sports Illustrated Fútbol,90min,en,https://si.com/es-us/futbol,2026-03-21,,Football,4,,,
90min France,90min,en,https://90min.com/fr,2026-03-21,,Autre,4,,,
90min Deutschland,90min,en,https://90min.de,2026-03-21,,Autre,4,,,
90min Brasil,90min,en,https://90min.com/pt-br,2026-03-21,,Autre,4,,,
90min Italia,90min,en,https://90min.com/it,2026-03-21,,Autre,4,,,
